Occasion,Date,Time,Tag_ID,Tag_ID2,Site,Species,Section,Length,Weight,Recap,Mortality,Fin_clip,Fin_recap,Glued,Vial_#,error_corrected,Comments
1,11/07/2020,09:38:11.593,900.226001167743,ID900.226001167743,NorthCampus_CMR,bluehead_chub,24,95,8.9,n,n,n,n,n,NA,NA,
1,11/07/2020,09:38:40.797,900.226001167795,ID900.226001167795,NorthCampus_CMR,creek_chub,24,91,7.7,n,n,n,n,n,NA,NA,
1,11/07/2020,09:39:35.547,900.226001167721,ID900.226001167721,NorthCampus_CMR,creek_chub,24,89,6.5,n,n,n,n,n,NA,NA,
1,11/07/2020,09:43:05.228,900.226001167858,ID900.226001167858,NorthCampus_CMR,green_sunfish,25,103,13.2,y,n,n,n,n,NA,NA,
1,11/07/2020,09:44:13.295,900.226001167722,ID900.226001167722,NorthCampus_CMR,creek_chub,25,94,8.2,n,n,n,n,n,NA,NA,
1,11/07/2020,09:45:18.863,900.226001167704,ID900.226001167704,NorthCampus_CMR,creek_chub,25,114,14.7,n,n,n,n,n,NA,NA,
1,11/07/2020,09:46:44.982,900.226001167868,ID900.226001167868,NorthCampus_CMR,creek_chub,26,85,6.4,n,n,n,n,n,NA,NA,
1,11/07/2020,09:49:14.872,900.226001167887,ID900.226001167887,NorthCampus_CMR,creek_chub,26,95,8.5,n,n,n,n,n,NA,NA,
1,11/07/2020,09:49:56.776,900.226001167873,ID900.226001167873,NorthCampus_CMR,creek_chub,26,95,8.5,n,n,n,n,n,NA,NA,
1,11/07/2020,09:51:21.466,900.226001167810,ID900.226001167810,NorthCampus_CMR,creek_chub,26,96,8.3,n,n,n,n,n,NA,NA,
1,11/07/2020,09:52:29.986,900.226001167895,ID900.226001167895,NorthCampus_CMR,creek_chub,26,72,3.3,n,n,n,n,n,NA,NA,
1,11/07/2020,09:53:18.298,900.226001167853,ID900.226001167853,NorthCampus_CMR,bluehead_chub,26,76,4.2,n,n,n,n,n,NA,NA,
1,11/07/2020,09:53:50.984,900.226001167896,ID900.226001167896,NorthCampus_CMR,bluehead_chub,26,65,2.8,n,n,n,n,n,NA,NA,
1,11/07/2020,09:54:26.118,900.226001167881,ID900.226001167881,NorthCampus_CMR,bluehead_chub,26,67,3,n,n,n,n,n,NA,NA,
1,11/07/2020,11:10:42.686,900.226001167823,ID900.226001167823,NorthCampus_CMR,bluehead_chub,27,92,8.9,n,n,n,n,n,NA,NA,
1,11/07/2020,11:14:49.781,900.226001167888,ID900.226001167888,NorthCampus_CMR,creek_chub,28,90,8.1,n,n,n,n,n,NA,NA,
1,11/07/2020,11:19:28.681,900.226001167882,ID900.226001167882,NorthCampus_CMR,creek_chub,29,84,6.1,n,n,n,n,n,NA,NA,
1,11/07/2020,11:23:11.070,900.226001167856,ID900.226001167856,NorthCampus_CMR,green_sunfish,29,61,3.3,n,n,n,n,n,NA,NA,
1,11/07/2020,11:24:34.844,900.226001167850,ID900.226001167850,NorthCampus_CMR,creek_chub,29,98,9.8,n,n,n,n,n,NA,NA,
1,11/07/2020,11:25:45.035,900.226001167893,ID900.226001167893,NorthCampus_CMR,creek_chub,29,106,13.4,n,n,n,n,n,NA,NA,
1,11/07/2020,11:26:39.588,900.226001167818,ID900.226001167818,NorthCampus_CMR,bluehead_chub,29,99,11.6,n,n,n,n,n,NA,NA,
1,11/07/2020,11:27:53.336,900.226001167821,ID900.226001167821,NorthCampus_CMR,creek_chub,29,81,5.2,n,n,n,n,n,NA,NA,
1,11/07/2020,11:28:56.402,900.226001167834,ID900.226001167834,NorthCampus_CMR,bluehead_chub,30,74,4,n,n,n,n,n,NA,NA,
1,11/07/2020,11:32:44.993,900.226001167875,ID900.226001167875,NorthCampus_CMR,bluehead_chub,30,78,5.1,n,n,n,n,n,NA,NA,
1,11/07/2020,11:48:17.146,900.226001167827,ID900.226001167827,NorthCampus_CMR,green_sunfish,30,98,15.4,n,n,n,n,n,NA,NA,
1,11/07/2020,11:37:18.283,900.226001167822,ID900.226001167822,NorthCampus_CMR,creek_chub,31,116,15.9,y,n,n,n,n,NA,NA,
1,11/07/2020,11:39:09.484,900.226001167816,ID900.226001167816,NorthCampus_CMR,creek_chub,31,146,35.3,n,n,n,n,n,NA,NA,
1,11/07/2020,11:40:37.655,900.226001167885,ID900.226001167885,NorthCampus_CMR,creek_chub,31,108,12.3,n,n,n,n,n,NA,NA,
1,11/07/2020,11:41:44.670,900.226001167894,ID900.226001167894,NorthCampus_CMR,creek_chub,31,97,9.3,n,n,n,n,n,NA,NA,
1,11/07/2020,11:42:40.250,900.226001167838,ID900.226001167838,NorthCampus_CMR,green_sunfish,31,80,7.7,n,n,n,n,n,NA,NA,
1,11/07/2020,11:50:36.024,900.226001167862,ID900.226001167862,NorthCampus_CMR,redbreast_sunfish,32,120,27.2,n,n,n,n,n,NA,NA,
1,11/07/2020,11:52:23.517,900.226001167839,ID900.226001167839,NorthCampus_CMR,creek_chub,32,90,6.8,n,n,n,n,n,NA,NA,
1,11/07/2020,11:53:25.384,900.226001167815,ID900.226001167815,NorthCampus_CMR,creek_chub,32,87,6.1,n,n,n,n,n,NA,NA,
1,11/07/2020,11:54:34.878,900.226001167824,ID900.226001167824,NorthCampus_CMR,creek_chub,32,93,8.5,n,n,n,n,n,NA,NA,
1,11/07/2020,11:55:29.867,900.226001167855,ID900.226001167855,NorthCampus_CMR,bluehead_chub,32,91,8.1,n,n,n,n,n,NA,NA,
1,11/07/2020,11:56:59.152,900.226001167837,ID900.226001167837,NorthCampus_CMR,green_sunfish,32,82,9.4,n,n,n,n,n,NA,NA,
1,11/07/2020,12:02:41.713,900.226001167812,ID900.226001167812,NorthCampus_CMR,green_sunfish,32,100,16.5,n,n,n,n,n,NA,NA,
1,11/07/2020,12:04:10.813,900.226001167852,ID900.226001167852,NorthCampus_CMR,redbreast_sunfish,32,125,30.9,n,n,n,n,n,NA,NA,
1,11/07/2020,12:05:30.052,900.226001167840,ID900.226001167840,NorthCampus_CMR,green_sunfish,32,75,6.1,n,n,n,n,n,NA,NA,
1,11/07/2020,12:07:10.401,900.226001167874,ID900.226001167874,NorthCampus_CMR,bluehead_chub,32,65,2.8,n,n,n,n,n,NA,NA,
1,11/08/2020,NA,NA,NA,NorthCampus_CMR,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO_FISH
1,11/08/2020,09:06:22.673,900.226001167826,ID900.226001167826,NorthCampus_CMR,bluegill,34,77,6.3,n,n,n,n,n,NA,NA,
1,11/08/2020,09:08:46.399,900.226001167774,ID900.226001167774,NorthCampus_CMR,bluegill,34,64,3,n,n,n,n,n,NA,NA,
1,11/08/2020,09:10:54.499,900.226001167713,ID900.226001167713,NorthCampus_CMR,bluegill,34,78,5.8,n,n,n,n,n,NA,NA,
1,11/08/2020,09:15:24.787,900.226001167816,ID900.226001167816,NorthCampus_CMR,creek_chub,35,148,35.9,y,n,n,n,n,NA,NA,
1,11/08/2020,09:17:37.263,900.226001167733,ID900.226001167733,NorthCampus_CMR,creek_chub,35,160,50.8,n,n,n,n,n,NA,NA,
1,11/08/2020,09:18:34.582,900.226001167730,ID900.226001167730,NorthCampus_CMR,green_sunfish,35,145,54.3,n,n,n,n,n,NA,NA,
1,11/08/2020,09:19:04.901,900.226001167876,ID900.226001167876,NorthCampus_CMR,bluegill,35,118,24.7,n,n,n,n,n,NA,NA,
1,11/08/2020,09:19:35.687,900.226001167708,ID900.226001167708,NorthCampus_CMR,green_sunfish,35,98,15.6,n,n,n,n,n,NA,NA,
1,11/08/2020,09:20:17.853,900.226001167740,ID900.226001167740,NorthCampus_CMR,bluegill,35,99,14.5,n,n,n,n,n,NA,NA,
1,11/08/2020,09:20:51.254,900.226001167729,ID900.226001167729,NorthCampus_CMR,redbreast_sunfish,35,106,18.4,n,n,n,n,n,NA,NA,
1,11/08/2020,09:21:32.388,900.226001167734,ID900.226001167734,NorthCampus_CMR,green_sunfish,35,77,8.2,n,n,n,n,n,NA,NA,
1,11/08/2020,09:22:04.165,900.226001167707,ID900.226001167707,NorthCampus_CMR,redbreast_sunfish,35,85,10.2,n,n,n,n,n,NA,NA,
1,11/08/2020,09:22:39.136,900.226001167836,ID900.226001167836,NorthCampus_CMR,bluegill,35,83,8.4,n,n,n,n,n,NA,NA,
1,11/08/2020,09:23:12.247,900.226001167841,ID900.226001167841,NorthCampus_CMR,bluehead_chub,35,112,13.3,n,n,n,n,n,NA,NA,
1,11/08/2020,09:23:48.369,900.226001167814,ID900.226001167814,NorthCampus_CMR,green_sunfish,35,82,9.6,n,n,n,n,n,NA,NA,
1,11/08/2020,09:24:30.281,900.226001167833,ID900.226001167833,NorthCampus_CMR,redbreast_sunfish,35,73,6.4,n,n,n,n,n,NA,NA,
1,11/08/2020,09:25:28.518,900.226001167880,ID900.226001167880,NorthCampus_CMR,redbreast_sunfish,35,82,8.3,n,n,n,n,n,NA,NA,
1,11/08/2020,09:25:57.713,900.226001167798,ID900.226001167798,NorthCampus_CMR,bluegill,35,63,3.8,n,n,n,n,n,NA,NA,
1,11/08/2020,09:27:01.765,900.226001167883,ID900.226001167883,NorthCampus_CMR,creek_chub,36,93,9,n,n,n,n,n,NA,NA,
1,11/08/2020,09:30:32.106,900.226001167768,ID900.226001167768,NorthCampus_CMR,striped_jumprock,37,163,44.3,n,n,n,n,n,NA,NA,
1,11/08/2020,09:36:25.843,900.226001167820,ID900.226001167820,NorthCampus_CMR,bluehead_chub,37,113,16.7,n,n,n,n,n,NA,NA,
1,11/08/2020,09:37:20.778,900.226001167847,ID900.226001167847,NorthCampus_CMR,bluegill,37,67,4.7,n,n,n,n,n,NA,NA,
1,11/08/2020,09:38:29.033,900.226001167851,ID900.226001167851,NorthCampus_CMR,redbreast_sunfish,37,63,4,n,n,n,n,n,NA,NA,
1,11/08/2020,09:39:42.257,900.226001167777,ID900.226001167777,NorthCampus_CMR,bluehead_chub,38,71,3.8,n,n,n,n,n,NA,NA,
1,11/08/2020,09:56:10.096,900.226001167789,ID900.226001167789,NorthCampus_CMR,creek_chub,39,109,13,n,n,n,n,n,NA,NA,
1,11/08/2020,09:58:11.867,900.226001167770,ID900.226001167770,NorthCampus_CMR,green_sunfish,39,97,14.6,n,n,n,n,n,NA,NA,
1,11/08/2020,09:58:55.946,900.226001167741,ID900.226001167741,NorthCampus_CMR,creek_chub,39,113,14.1,n,n,n,n,n,NA,NA,
1,11/08/2020,09:59:41.314,900.226001167788,ID900.226001167788,NorthCampus_CMR,creek_chub,39,102,11.2,n,n,n,n,n,NA,NA,
1,11/08/2020,10:00:36.403,900.226001167772,ID900.226001167772,NorthCampus_CMR,bluehead_chub,39,91,8.1,n,n,n,n,n,NA,NA,
1,11/08/2020,10:01:12.612,900.226001167742,ID900.226001167742,NorthCampus_CMR,creek_chub,39,89,7.2,n,n,n,n,n,NA,NA,
1,11/08/2020,10:01:56.575,900.226001167779,ID900.226001167779,NorthCampus_CMR,creek_chub,39,96,9.3,n,n,n,n,n,NA,NA,
1,11/08/2020,10:02:36.692,900.226001167744,ID900.226001167744,NorthCampus_CMR,creek_chub,39,71,3.1,n,n,n,n,n,NA,NA,
1,11/08/2020,10:03:19.396,900.226001167776,ID900.226001167776,NorthCampus_CMR,creek_chub,39,84,6,n,n,n,n,n,NA,NA,
1,11/08/2020,10:04:09.986,900.226001167724,ID900.226001167724,NorthCampus_CMR,redbreast_sunfish,39,64,4,n,n,n,n,n,NA,NA,
1,11/08/2020,NA,NA,NA,NorthCampus_CMR,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO_FISH
1,11/08/2020,NA,NA,NA,NorthCampus_CMR,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO_FISH
1,11/08/2020,10:29:38.011,900.226001167822,ID900.226001167822,NorthCampus_CMR,creek_chub,42,111,13.7,y,n,n,n,n,NA,NA,
1,11/08/2020,10:31:12.220,900.226001167711,ID900.226001167711,NorthCampus_CMR,creek_chub,42,86,6.2,y,n,n,n,n,NA,NA,
1,11/08/2020,10:32:16.952,900.226001167759,ID900.226001167759,NorthCampus_CMR,creek_chub,42,113,15.3,n,n,n,n,n,NA,NA,
1,11/08/2020,10:33:22.241,900.226001167717,ID900.226001167717,NorthCampus_CMR,creek_chub,42,87,7,n,n,n,n,n,NA,NA,
1,11/08/2020,10:34:21.773,900.226001167750,ID900.226001167750,NorthCampus_CMR,creek_chub,42,97,9.6,n,n,n,n,n,NA,NA,
1,11/08/2020,10:35:53.544,900.226001167790,ID900.226001167790,NorthCampus_CMR,creek_chub,42,89,7.5,n,n,n,n,n,NA,NA,
1,11/08/2020,10:36:52.753,900.226001167754,ID900.226001167754,NorthCampus_CMR,creek_chub,42,106,13.6,n,n,n,n,n,NA,NA,
1,11/08/2020,10:37:52.456,900.226001167748,ID900.226001167748,NorthCampus_CMR,creek_chub,42,97,10.8,n,n,n,n,n,NA,NA,
1,11/08/2020,10:38:51.236,900.226001167799,ID900.226001167799,NorthCampus_CMR,bluegill,42,64,3.3,n,n,n,n,n,NA,NA,
1,11/08/2020,10:39:58.368,900.226001167762,ID900.226001167762,NorthCampus_CMR,creek_chub,42,94,7.9,n,n,n,n,n,NA,NA,
1,11/08/2020,10:41:52.944,900.226001167782,ID900.226001167782,NorthCampus_CMR,creek_chub,42,71,4.7,n,n,n,n,n,NA,NA,
1,11/08/2020,10:42:46.408,900.226001167723,ID900.226001167723,NorthCampus_CMR,redbreast_sunfish,42,112,20.7,n,n,n,n,n,NA,NA,
1,11/08/2020,10:43:57.485,900.226001167710,ID900.226001167710,NorthCampus_CMR,creek_chub,42,90,7.5,n,n,n,n,n,NA,NA,
1,11/08/2020,10:44:49.569,900.226001167702,ID900.226001167702,NorthCampus_CMR,creek_chub,42,98,9.1,n,n,n,n,n,NA,NA,
1,11/08/2020,10:46:03.043,900.226001167712,ID900.226001167712,NorthCampus_CMR,creek_chub,42,107,13.3,n,n,n,n,n,NA,NA,
1,11/08/2020,10:47:33.586,900.226001167747,ID900.226001167747,NorthCampus_CMR,creek_chub,42,80,5.2,n,n,n,n,n,NA,NA,
1,11/08/2020,10:48:33.062,900.226001167791,ID900.226001167791,NorthCampus_CMR,creek_chub,42,86,6.6,n,n,n,n,n,NA,NA,
1,11/08/2020,10:49:41.213,900.226001167763,ID900.226001167763,NorthCampus_CMR,bluehead_chub,42,111,16.1,n,n,n,n,n,NA,NA,
1,11/08/2020,10:51:04.908,900.226001167771,ID900.226001167771,NorthCampus_CMR,creek_chub,42,90,7.1,n,n,n,n,n,NA,NA,
1,11/08/2020,10:51:43.029,900.226001167775,ID900.226001167775,NorthCampus_CMR,bluehead_chub,42,87,7,n,n,n,n,n,NA,NA,
1,11/08/2020,10:52:39.401,900.226001167784,ID900.226001167784,NorthCampus_CMR,redbreast_sunfish,42,104,18.5,n,n,n,n,n,NA,NA,
1,11/08/2020,10:53:54.012,900.226001167736,ID900.226001167736,NorthCampus_CMR,bluehead_chub,42,113,17.8,n,n,n,n,n,NA,NA,
1,11/08/2020,10:58:46.309,900.226001167757,ID900.226001167757,NorthCampus_CMR,bluehead_chub,42,98,10.6,n,n,n,n,n,NA,NA,
1,11/08/2020,10:55:26.787,900.226001167731,ID900.226001167731,NorthCampus_CMR,creek_chub,43,99,10.5,n,n,n,n,n,NA,NA,
1,11/08/2020,10:57:02.659,900.226001167761,ID900.226001167761,NorthCampus_CMR,creek_chub,43,94,8.9,n,n,n,n,n,NA,NA,
1,11/08/2020,10:57:31.906,900.226001167797,ID900.226001167797,NorthCampus_CMR,creek_chub,43,74,3.8,n,n,n,n,n,NA,NA,
1,11/08/2020,11:01:35.163,900.226001167823,ID900.226001167823,NorthCampus_CMR,bluehead_chub,43,94,9.3,y,n,n,n,n,NA,NA,
1,11/08/2020,11:02:40.783,900.226001167778,ID900.226001167778,NorthCampus_CMR,bluehead_chub,43,82,6,n,n,n,n,n,NA,NA,
1,11/08/2020,11:03:39.499,900.226001167749,ID900.226001167749,NorthCampus_CMR,bluehead_chub,43,77,5.6,n,n,n,n,n,NA,NA,
1,11/08/2020,11:04:21.840,900.226001167792,ID900.226001167792,NorthCampus_CMR,bluehead_chub,43,61,2.4,n,n,n,n,n,NA,NA,
2,02/06/2021,09:06:07.608,900.226001698432,ID900.226001698432,NorthCampus_CMR,creek_chub,1,103,11.7,n,n,n,n,n,NA,NA,
2,02/06/2021,09:09:45.858,900.226001698422,ID900.226001698422,NorthCampus_CMR,redbreast_sunfish,1,119,21.7,n,n,n,n,n,NA,NA,
2,02/06/2021,09:12:01.064,900.226001698428,ID900.226001698428,NorthCampus_CMR,green_sunfish,1,77,6.7,n,n,n,n,n,NA,NA,
2,02/06/2021,09:14:39.389,900.226001698468,ID900.226001698468,NorthCampus_CMR,green_sunfish,1,87,9.3,n,n,n,n,n,NA,NA,
2,02/06/2021,09:25:50.359,900.226001167965,ID900.226001167965,NorthCampus_CMR,green_sunfish,2,83,9.1,y,n,n,n,n,NA,NA,
2,02/06/2021,09:28:19.934,900.226001698487,ID900.226001698487,NorthCampus_CMR,redbreast_sunfish,2,95,13.2,n,n,n,n,n,NA,NA,
2,02/06/2021,09:30:44.045,900.226001698441,ID900.226001698441,NorthCampus_CMR,green_sunfish,2,100,15.1,n,n,n,n,n,NA,NA,
2,02/06/2021,09:32:33.913,900.226001698443,ID900.226001698443,NorthCampus_CMR,redbreast_sunfish,2,82,8.8,n,n,n,n,n,NA,NA,
2,02/06/2021,09:34:26.833,900.226001698448,ID900.226001698448,NorthCampus_CMR,green_sunfish,2,84,8.7,n,n,n,n,n,NA,NA,
2,02/06/2021,09:35:43.050,900.226001698412,ID900.226001698412,NorthCampus_CMR,redbreast_sunfish,2,98,15,n,n,n,n,n,NA,NA,
2,02/06/2021,09:37:29.184,900.226001698442,ID900.226001698442,NorthCampus_CMR,green_sunfish,2,71,5.2,n,n,n,n,n,NA,NA,
2,02/06/2021,09:39:13.868,900.226001698453,ID900.226001698453,NorthCampus_CMR,bluegill,2,72,4.9,n,n,n,n,n,NA,NA,
2,02/06/2021,09:41:09.903,900.226001698444,ID900.226001698444,NorthCampus_CMR,bluehead_chub,2,70,3.7,n,n,n,n,n,NA,NA,
2,02/06/2021,09:48:25.277,900.226001167978,ID900.226001167978,NorthCampus_CMR,bluehead_chub,3,122,21.3,y,n,n,n,n,NA,NA,
2,02/06/2021,09:50:03.588,900.226001698435,ID900.226001698435,NorthCampus_CMR,bluehead_chub,3,113,16.7,n,n,n,n,n,NA,NA,
2,02/06/2021,09:51:47.251,900.226001698418,ID900.226001698418,NorthCampus_CMR,bluehead_chub,3,89,8.2,n,n,n,n,n,NA,NA,
2,02/06/2021,09:52:52.384,900.226001698401,ID900.226001698401,NorthCampus_CMR,creek_chub,3,61,2,n,n,n,n,n,NA,NA,
2,02/06/2021,09:57:19.298,900.226001698413,ID900.226001698413,NorthCampus_CMR,green_sunfish,4,76,5.8,n,n,n,n,n,NA,NA,
2,02/06/2021,09:58:38.359,900.226001698465,ID900.226001698465,NorthCampus_CMR,redbreast_sunfish,4,95,12.8,n,n,n,n,n,NA,NA,
2,02/06/2021,10:01:18.142,900.226001167879,ID900.226001167879,NorthCampus_CMR,creek_chub,5,100,9.3,y,n,n,n,n,NA,NA,
2,02/06/2021,10:04:47.057,900.226001698485,ID900.226001698485,NorthCampus_CMR,creek_chub,5,101,10.7,n,n,n,n,n,NA,NA,
2,02/06/2021,10:05:25.711,900.226001698445,ID900.226001698445,NorthCampus_CMR,creek_chub,5,93,7.4,n,n,n,n,n,NA,NA,
2,02/06/2021,10:06:27.329,900.226001698425,ID900.226001698425,NorthCampus_CMR,creek_chub,5,87,6.6,n,n,n,n,n,NA,NA,
2,02/06/2021,10:07:16.743,900.226001698440,ID900.226001698440,NorthCampus_CMR,creek_chub,5,75,3.8,n,n,n,n,n,NA,NA,
2,02/06/2021,10:08:39.033,900.226001698452,ID900.226001698452,NorthCampus_CMR,green_sunfish,5,73,5.2,n,n,n,n,n,NA,NA,
2,02/06/2021,10:09:41.824,900.226001698403,ID900.226001698403,NorthCampus_CMR,green_sunfish,5,82,7.6,n,n,n,n,n,NA,NA,
2,02/06/2021,10:14:59.465,900.226001167889,ID900.226001167889,NorthCampus_CMR,bluegill,6,89,9.3,y,n,n,n,n,NA,NA,
2,02/06/2021,10:15:36.014,900.226001698415,ID900.226001698415,NorthCampus_CMR,creek_chub,6,171,53.7,n,n,n,n,n,NA,NA,
2,02/06/2021,10:16:37.520,900.226001698421,ID900.226001698421,NorthCampus_CMR,green_sunfish,6,89,10.1,n,n,n,n,n,NA,NA,
2,02/06/2021,10:24:27.770,900.226001167733,ID900.226001167733,NorthCampus_CMR,creek_chub,7,167,50.8,y,n,n,n,n,NA,NA,
2,02/06/2021,10:26:40.033,900.226001698473,ID900.226001698473,NorthCampus_CMR,creek_chub,8,91,7.8,n,n,n,n,n,NA,NA,
2,02/06/2021,10:28:00.826,900.226001698409,ID900.226001698409,NorthCampus_CMR,green_sunfish,8,87,11.1,n,n,n,n,n,NA,NA,
2,02/06/2021,NA,NA,NA,NorthCampus_CMR,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO_FISH
2,02/06/2021,10:34:58.806,900.226001167963,ID900.226001167963,NorthCampus_CMR,redbreast_sunfish,10,84,9,y,n,n,n,n,NA,NA,
2,02/06/2021,10:35:51.054,900.226001167703,ID900.226001167703,NorthCampus_CMR,redbreast_sunfish,10,87,9.9,n,n,n,n,n,NA,NA,
2,02/06/2021,10:36:37.952,900.226001698437,ID900.226001698437,NorthCampus_CMR,redbreast_sunfish,10,87,8.3,n,n,n,n,n,NA,NA,
2,02/06/2021,10:38:25.562,900.226001167709,ID900.226001167709,NorthCampus_CMR,redbreast_sunfish,10,97,13.6,n,n,n,n,n,NA,NA,
2,02/06/2021,10:39:24.719,900.226001167796,ID900.226001167796,NorthCampus_CMR,green_sunfish,10,88,9.8,n,n,n,n,n,NA,NA,
2,02/06/2021,10:40:33.262,900.226001167720,ID900.226001167720,NorthCampus_CMR,green_sunfish,10,84,8.7,n,n,n,n,n,NA,NA,
2,02/06/2021,10:41:14.834,900.226001167716,ID900.226001167716,NorthCampus_CMR,redbreast_sunfish,10,92,10.9,n,n,n,n,n,NA,NA,
2,02/06/2021,10:42:13.271,900.226001167783,ID900.226001167783,NorthCampus_CMR,green_sunfish,10,98,14.4,n,n,n,n,n,NA,NA,
2,02/06/2021,10:43:20.359,900.226001167745,ID900.226001167745,NorthCampus_CMR,redbreast_sunfish,10,155,52.3,n,n,n,n,n,NA,NA,
2,02/06/2021,10:44:40.429,900.226001167738,ID900.226001167738,NorthCampus_CMR,bluegill,10,85,8.6,n,n,n,n,n,NA,NA,
2,02/06/2021,10:46:35.623,900.226001167701,ID900.226001167701,NorthCampus_CMR,bluehead_chub,10,126,24.5,n,n,n,n,n,NA,NA,
2,02/06/2021,10:47:28.499,900.226001167746,ID900.226001167746,NorthCampus_CMR,striped_jumprock,10,173,48.5,n,n,n,n,n,NA,NA,
2,02/06/2021,10:48:16.325,900.226001167751,ID900.226001167751,NorthCampus_CMR,bluegill,10,71,4.3,n,n,n,n,n,NA,NA,
2,02/06/2021,10:52:25.375,900.226001167999,ID900.226001167999,NorthCampus_CMR,redbreast_sunfish,10,68,4.5,y,n,n,n,n,NA,NA,
2,02/06/2021,10:53:01.602,900.226001167923,ID900.226001167923,NorthCampus_CMR,redbreast_sunfish,10,80,7.3,y,n,n,n,n,NA,NA,
2,02/06/2021,10:54:00.706,900.226001167773,ID900.226001167773,NorthCampus_CMR,redbreast_sunfish,10,125,28.5,n,n,n,n,n,NA,NA,
2,02/06/2021,10:55:09.956,900.226001167755,ID900.226001167755,NorthCampus_CMR,redbreast_sunfish,10,115,22.2,n,n,n,n,n,NA,NA,
2,02/06/2021,10:56:34.943,900.226001698488,ID900.226001698488,NorthCampus_CMR,redbreast_sunfish,10,115,21.5,n,n,n,n,n,NA,NA,
2,02/06/2021,10:57:38.485,900.226001698498,ID900.226001698498,NorthCampus_CMR,redbreast_sunfish,10,114,21.9,n,n,n,n,n,NA,NA,
2,02/06/2021,10:58:34.649,900.226001698426,ID900.226001698426,NorthCampus_CMR,redbreast_sunfish,10,101,14.7,n,n,n,n,n,NA,NA,
2,02/06/2021,10:59:37.905,900.226001167719,ID900.226001167719,NorthCampus_CMR,redbreast_sunfish,10,112,23.1,n,n,n,n,n,NA,NA,
2,02/06/2021,11:01:13.337,900.226001167737,ID900.226001167737,NorthCampus_CMR,redbreast_sunfish,10,84,8.9,n,n,n,n,n,NA,NA,
2,02/06/2021,11:01:46.333,900.226001167760,ID900.226001167760,NorthCampus_CMR,redbreast_sunfish,10,111,21.1,n,n,n,n,n,NA,NA,
2,02/06/2021,11:02:49.106,900.226001167715,ID900.226001167715,NorthCampus_CMR,redbreast_sunfish,10,90,10.6,n,n,n,n,n,NA,NA,
2,02/06/2021,11:04:16.413,900.226001167705,ID900.226001167705,NorthCampus_CMR,green_sunfish,10,73,6,n,n,n,n,n,NA,NA,
2,02/06/2021,11:05:31.178,900.226001167766,ID900.226001167766,NorthCampus_CMR,green_sunfish,10,83,8.1,n,n,n,n,n,NA,NA,
2,02/06/2021,11:06:24.440,900.226001167706,ID900.226001167706,NorthCampus_CMR,green_sunfish,10,78,6.4,n,n,n,n,n,NA,NA,
2,02/06/2021,11:07:55.051,900.226001167758,ID900.226001167758,NorthCampus_CMR,bluegill,10,87,8.8,n,n,n,n,n,NA,NA,
2,02/06/2021,11:09:20.750,900.226001167700,ID900.226001167700,NorthCampus_CMR,bluegill,10,100,13.3,n,n,n,n,n,NA,NA,
2,02/06/2021,11:10:28.580,900.226001167764,ID900.226001167764,NorthCampus_CMR,redbreast_sunfish,10,72,6.3,n,n,n,n,n,NA,NA,
2,02/06/2021,11:11:11.378,900.226001167769,ID900.226001167769,NorthCampus_CMR,redbreast_sunfish,10,77,6.7,n,n,n,n,n,NA,NA,
2,02/06/2021,11:14:43.433,900.226001167735,ID900.226001167735,NorthCampus_CMR,creek_chub,10,110,14.4,n,n,n,n,n,NA,NA,
2,02/06/2021,11:17:42.955,900.226001167785,ID900.226001167785,NorthCampus_CMR,redbreast_sunfish,11,118,22.2,n,n,n,n,n,NA,NA,
2,02/06/2021,11:18:34.363,900.226001167728,ID900.226001167728,NorthCampus_CMR,redbreast_sunfish,11,104,17.5,n,n,n,n,n,NA,NA,
2,02/06/2021,11:19:13.690,900.226001167765,ID900.226001167765,NorthCampus_CMR,bluehead_chub,11,134,25.9,n,n,n,n,n,NA,NA,
2,02/06/2021,11:20:26.041,900.226001698400,ID900.226001698400,NorthCampus_CMR,green_sunfish,11,131,34.1,n,n,n,n,n,NA,NA,
2,02/06/2021,11:21:11.381,900.226001698454,ID900.226001698454,NorthCampus_CMR,green_sunfish,11,75,6.9,n,n,n,n,n,NA,NA,
2,02/06/2021,11:22:30.962,900.226001698447,ID900.226001698447,NorthCampus_CMR,bluehead_chub,11,116,17.5,n,n,n,n,n,NA,NA,
2,02/06/2021,11:23:52.551,900.226001698467,ID900.226001698467,NorthCampus_CMR,bluehead_chub,11,99,11.8,n,n,n,n,n,NA,NA,
2,02/06/2021,11:24:48.437,900.226001698416,ID900.226001698416,NorthCampus_CMR,bluehead_chub,11,87,7.4,n,n,n,n,n,NA,NA,
2,02/06/2021,12:13:21.044,900.226001167926,ID900.226001167926,NorthCampus_CMR,redbreast_sunfish,12,141,45,y,n,n,n,n,NA,NA,
2,02/06/2021,12:15:23.074,900.226001698406,ID900.226001698406,NorthCampus_CMR,redbreast_sunfish,12,157,60.1,n,n,n,n,n,NA,NA,
2,02/06/2021,12:16:13.532,900.226001698490,ID900.226001698490,NorthCampus_CMR,bluehead_chub,12,127,24.5,n,n,n,n,n,NA,NA,
